"Source","Target","first_year","last_year"
Charles Holt Bracebridge,London,,
Charles Holt Bracebridge,literary,,
Thomas Braddell,ESL,,
Thomas Braddell,Singapore,,
Thomas Braddell,administrative,,
Thomas Braddell,legal,,
Antonio Brady,AI,,
Antonio Brady,APS,,
Antonio Brady,ASL,,
Antonio Brady,Geological Society,,
Antonio Brady,Quaker,,
Antonio Brady,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Antonio Brady,academic,,
Antonio Brady,armed services,,
Antonio Brady,country,,
James Brady,ESL,,
P A Brady,AI,,
P A Brady,ASL,,
P A Brady,country,,
P A Brady,medical,,
William Bragge,AI,,
William Bragge,ESL,,
William Bragge,Geological Society,,
William Bragge,Royal Geographical Society,,
William Bragge,Society of Antiquaries,,
William Bragge,business,,
William Bragge,civil engineer,,
William Bragge,country,,
William Bragge,museum work,,
George M Braggiotti,ASL,,
George M Braggiotti,America,,
Thomas Henry Brain,ESL,,
Thomas Henry Brain,church,,
Charles Brainsford,ASL,,
Charles Brainsford,country,,
Charles Brainsford,medical,,
Thomas Brankstone,ASL,,
Thomas Brankstone,London,,
Frank William Breach,ASL,,
Frank William Breach,Mexico,,
Frank William Breach,business,,
A C Brebner,AI,,
A C Brebner,ASL,,
A C Brebner,London,,
A C Brebner,civil service,,
James Brebner,AI,,
James Brebner,ASL,,
James Brebner,Aberdeen Horticultural Society,,
James Brebner,Scotland,,
James Brebner,Spalding Club,,
James Brebner,legal,,
William Brent Brent,ESL,,
William Brent Brent,France,,
William Brent Brent,London,,
Charles Brett,AI,,
Charles Brett,ASL,,
Charles Brett,London,,
Charles Brett,Royal Geographical Society,,
D J Breuneis,ESL,,
D J Breuneis,London,,
J S Brickwood,ASL,,
J S Brickwood,country,,
Edmund J Bridell,ESL,,
John Briggs,AI,,
John Briggs,Athenaeum Club,,
John Briggs,ESL,,
John Briggs,London,,
John Briggs,Oriental Club,,
John Briggs,armed services,,
John Briggs,literary,,
Lindsay Brine,AI,,
Lindsay Brine,Army & Navy Club,,
Lindsay Brine,Athenaeum Club,,
Lindsay Brine,ESL,,
Lindsay Brine,London,,
Lindsay Brine,Royal Geographical Society,,
Lindsay Brine,armed services,,
John Brinton,ASL,,
John Brinton,business,,
John Brinton,country,,
John Brinton,political,,
Bernard Edward Brodhurst,ASL,,
Bernard Edward Brodhurst,Athenaeum Club,,
Bernard Edward Brodhurst,London,,
Bernard Edward Brodhurst,Royal College of Surgeons,,
Bernard Edward Brodhurst,medical,,
Benjamin Collins Brodie,Athenaeum Club,,
Benjamin Collins Brodie,Chemical Society,,
Benjamin Collins Brodie,ESL,,
Benjamin Collins Brodie,aristocracy,,
Benjamin Collins Brodie,medical,,
David Brodie,ASL,,
David Brodie,Royal College of Surgeons Edinburgh,,
David Brodie,Scotland,,
David Brodie,medical,,
P B Brodie,ASL,,
P B Brodie,Geological Society,,
P B Brodie,Linnean Society of London,,
P B Brodie,Woolhope Naturalists Field Club,,
P B Brodie,church,,
P B Brodie,country,,
Frederick Brome,ASL,,
Frederick Brome,Gibraltar,,
Frederick Brome,armed services,,
James Brooke,ASL,,
James Brooke,Athenaeum Club,,
James Brooke,Ruler,,
James Brooke,country,,
Henry (1) Brookes,ESL,,
Henry (1) Brookes,London,,
Henry (1) Brookes,political,,
Henry (2) Brookes,ASL,,
Henry (2) Brookes,London,,
William Brookes,ASL,,
William Brookes,Australia,,
x Brougham,ESL,,
x Brougham,London,,
x Brougham,Royal Society,,
x Brougham,Society for the Diffusion of Useful Knowledge,,
x Brougham,aristocracy,,
x Brougham,political,,
Charles Cornish Brown,AI,,
Charles Cornish Brown,ASL,,
Charles Cornish Brown,Royal College of Surgeons,,
Charles Cornish Brown,country,,
Charles Cornish Brown,medical,,
Edward Brown,ASL,,
Edward Brown,London,,
Edwin Brown,ASL,,
Edwin Brown,Botanical Society of London,,
Edwin Brown,Entomological Society of London,,
Edwin Brown,Geological Society,,
Edwin Brown,Midland Natural History Society,,
Edwin Brown,Royal Geographical Society,,
Edwin Brown,business,,
Edwin Brown,country,,
Edwin Ormond Brown,ASL,,
Edwin Ormond Brown,Chemical Society,,
Edwin Ormond Brown,London,,
George W  (1) Brown,ASL,,
George W  (1) Brown,Australia,,
George W  (1) Brown,business,,
James Roberts Brown,AI,,
James Roberts Brown,ASL,,
James Roberts Brown,Ex Libris Society,,
James Roberts Brown,London,,
James Roberts Brown,Royal Geographical Society,,
James Roberts Brown,Royal Society of Northern Antiquities,,
John Brown,APS,,
John Brown,Australia,,
John Brown,ESL,,
John Allen Brown,AI,,
John Allen Brown,ASL,,
John Allen Brown,Geological Society,,
John Allen Brown,London,,
John Allen Brown,Royal Geographical Society,,
John Allen Brown,Royal Scottish Geographical Society,,
John Allen Brown,goldsmith,,
John Harcourt Brown,ASL,,
John Harcourt Brown,London,,
John Harcourt Brown,armed services,,
x Brown-Sequard,ASL,,
x Brown-Sequard,Royal Society,,
x Brown-Sequard,Sugar Club,,
J  Cave Browne,ESL,,
J  Cave Browne,India,,
J  Cave Browne,church,,
Thomas Henry Browne,AI,,
Thomas Henry Browne,ASL,,
Thomas Henry Browne,Geological Society,,
Thomas Henry Browne,church,,
Thomas Henry Browne,country,,
Robert Bruce,ASL,,
Robert Bruce,Scotland,,
Ernst Wilhelm Ritter von Brucke,ASL,,
Ernst Wilhelm Ritter von Brucke,Austria,,
Ernst Wilhelm Ritter von Brucke,academic,,
Ernst Wilhelm Ritter von Brucke,medical,,
Henry Brunskill,ESL,,
George Bryant,AI,,
George Bryant,ASL,,
George Bryant,Entomological Society of London,,
George Bryant,London,,
George Bryant,civil service,,
Walter Buchannan,ESL,,
Walter Buchannan,London,,
Walter Buchannan,Scotland,,
Walter Buchannan,political,,
Ludwig Buchner,ASL,,
Ludwig Buchner,Germany,,
Ludwig Buchner,medical,,
Ludwig Buchner,philosopher,,
James Silk Buckingham,APS,,
James Silk Buckingham,ESL,,
James Silk Buckingham,country,,
James Silk Buckingham,literary,,
W E Buckley,Athenaeum Club,,
W E Buckley,ESL,,
W E Buckley,academic,,
W E Buckley,church,,
W E Buckley,country,,
James Buckman,ASL,,
James Buckman,Geological Society,,
James Buckman,Linnean Society of London,,
James Buckman,academic,,
James Buckman,country,,
William Bull,AI,,
William Bull,APS,,
William Bull,ASL,,
William Bull,Geological Society,,
William Bull,Linnean Society of London,,
William Bull,London,,
William Bull,Quaker,,
William Bull,business,,
James Wentworth Buller,Athenaeum Club,,
James Wentworth Buller,ESL,,
James Wentworth Buller,London,,
James Wentworth Buller,political,,
Henry Christopher Bunkell,ASL,,
Henry Christopher Bunkell,London,,
Henry Christopher Bunkell,business,,
x Bunsen,ESL,,
x Bunsen,Prussia,,
x Bunsen,academic,,
x Bunsen,diplomacy,,
Henry Burden,ASL,,
Henry Burden,Ireland,,
Henry Burden,Royal College of Surgeons,,
Henry Burden,medical,,
Daniel Earl Burdett,ASL,,
Daniel Earl Burdett,Canada,,
August Friedrich Marschall von Burgholzhausen,ASL,,
August Friedrich Marschall von Burgholzhausen,Austria,,
August Friedrich Marschall von Burgholzhausen,Geological Society,,
August Friedrich Marschall von Burgholzhausen,aristocracy,,
August Friedrich Marschall von Burgholzhausen,geologist,,
August Friedrich Marschall von Burgholzhausen,zoologist,,
John Smith Burke,ASL,,
John Smith Burke,London,,
Luke Burke,AI,,
Luke Burke,ASL,,
Luke Burke,ESL,,
Luke Burke,London,,
Luke Burke,editor,,
Hermann Burmeister,ASL,,
Hermann Burmeister,Argentina,,
Hermann Burmeister,botanist,,
Hermann Burmeister,entomologist,,
Hermann Burmeister,herpetologist,,
Hermann Burmeister,zoologist,,
Samuel Burton,ASL,,
Samuel Burton,country,,
Johann Karl Eduard Buschmann,ASL,,
Johann Karl Eduard Buschmann,Germany,,
Johann Karl Eduard Buschmann,philologist,,
George Busk,AI,,
George Busk,Athenaeum Club,,
George Busk,ESL,,
George Busk,Geological Society,,
George Busk,Linnean Society of London,,
George Busk,London,,
George Busk,Royal College of Surgeons,,
George Busk,Royal Society,,
George Busk,Zoological Society,,
George Busk,medical,,
George Busk,palaeontologist,,
George Busk,zoologist,,
William John Busteed,AI,,
William John Busteed,ASL,,
William John Busteed,India,,
William John Busteed,London,,
William John Busteed,armed services,,
William John Busteed,medical,,
Henry Butler,AI,,
Henry Butler,ASL,,
Henry Butler,London,,
James Butler,AI,,
James Butler,ASL,,
James Butler,London,,
Charles Buxton,APS,,
Charles Buxton,ASL,,
Charles Buxton,London,,
Charles Buxton,Quaker,,
Charles Buxton,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Charles Buxton,business,,
Charles Buxton,political,,
Isaac Byerley,ASL,,
Isaac Byerley,Linnean Society of London,,
Isaac Byerley,Royal College of Surgeons,,
Isaac Byerley,country,,
Isaac Byerley,medical,,
George Byham,ASL,,
George Byham,London,,
George Byham,civil service,,
John O'Connell Byrne,ASL,,
John O'Connell Byrne,London,,
Oliver Byrne,ESL,,
Oliver Byrne,academic,,
Oliver Byrne,engineer,,
Oliver Byrne,mathematician,,
Benjamin Bond Cabbell,AI,,
Benjamin Bond Cabbell,ASL,,
Benjamin Bond Cabbell,Athenaeum Club,,
Benjamin Bond Cabbell,London,,
Benjamin Bond Cabbell,Royal Society,,
Benjamin Bond Cabbell,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Benjamin Bond Cabbell,Society of Antiquaries,,
Benjamin Bond Cabbell,legal,,
Benjamin Bond Cabbell,political,,
Henry Callaway,ASL,,
Henry Callaway,Africa,,
Henry Callaway,church,,
Thomas Callaway,ASL,,
Thomas Callaway,Africa,,
Thomas Callaway,Medical and Chirurgical Society of London,,
Thomas Callaway,Royal College of Surgeons,,
Thomas Callaway,armed services,,
Thomas Callaway,medical,,
John Calman,AI,,
John Calman,ASL,,
John Calman,Africa,,
Luigi Calori,ASL,,
Luigi Calori,Italy,,
Luigi Calori,academic,,
Luigi Calori,medical,,
Frank Calvert,ASL,,
Frank Calvert,Turkey,,
Frank Calvert,civil service,,
George Calvert,ASL,,
George Calvert,Africa,,
George Calvert,Royal College of Surgeons,,
George Calvert,medical,,
Charles Duncan Cameron,ASL,,
Charles Duncan Cameron,Cannibal Club,,
Charles Duncan Cameron,ESL,,
Charles Duncan Cameron,Ethiopia,,
Charles Duncan Cameron,Royal Asiatic Society,,
Charles Duncan Cameron,Royal Geographical Society,,
Charles Duncan Cameron,armed services,,
Charles Duncan Cameron,diplomacy,,
Archibald Campbell,AI,,
Archibald Campbell,ESL,,
Archibald Campbell,Linnean Society of London,,
Archibald Campbell,London,,
Archibald Campbell,medical,,
Francis Campbell,AI,,
Francis Campbell,ASL,,
Francis Campbell,Australia,,
Francis Campbell,medical,,
George (1) Campbell,AI,,
George (1) Campbell,ASL,,
George (1) Campbell,Athenaeum Club,,
George (1) Campbell,ESL,,
George (1) Campbell,India,,
George (1) Campbell,London,,
George (1) Campbell,administrative,,
George (1) Campbell,legal,,
George (1) Campbell,political,,
George (2) Campbell,ESL,,
Henry Campbell,ASL,,
Henry Campbell,Scotland,,
James Campbell,AI,,
James Campbell,ASL,,
James Campbell,London,,
James Campbell,Royal Geographical Society,,
James Campbell,Thailand,,
James Campbell,armed services,,
James Campbell,medical,,
Montgomery Campbell,ASL,,
Montgomery Campbell,France,,
Montgomery Campbell,London,,
Montgomery Campbell,country,,
Robert Campbell,ASL,,
Robert Campbell,Africa,,
Robert Campbell,business,,
Robert Campbell,explorer,,
T A Campbell,AI,,
T A Campbell,APS,,
T A Campbell,ASL,,
T A Campbell,Australia,,
Walter Campbell,AI,,
Walter Campbell,ESL,,
Walter Campbell,Ireland,,
Walter Campbell,London,,
Walter Campbell,armed services,,
Francis Campin,ASL,,
Francis Campin,London,,
Francis Campin,business,,
William Camps,AI,,
William Camps,ESL,,
William Camps,London,,
William Camps,country,,
William Camps,medical,,
Thomas Cannon,ASL,,
Thomas Cannon,London,,
Jean-Francois Caplin,ASL,,
Jean-Francois Caplin,London,,
Jean-Francois Caplin,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Jean-Francois Caplin,medical,,
Charles Capper,ASL,,
Charles Capper,London,,
Charles Capper,political,,
Charles Napoleon de Cardi,AI,,
Charles Napoleon de Cardi,ASL,,
Charles Napoleon de Cardi,Africa,,
William D Carey,AI,,
William D Carey,ASL,,
William D Carey,Ceylon,,
William D Carey,Gibraltar,,
William D Carey,Ireland,,
William D Carey,armed services,,
William D Carey,country,,
John Burford Carlill,AI,,
John Burford Carlill,ASL,,
John Burford Carlill,London,,
John Burford Carlill,medical,,
Frederick Stanley Carpenter,ESL,,
Frederick Stanley Carpenter,Ireland,,
Frederick Stanley Carpenter,London,,
Frederick Stanley Carpenter,country,,
Robert Carrington,ASL,,
Robert Carrington,London,,
Robert Carrington,Royal Geographical Society,,
George Carter,ESL,,
George Carter,country,,
Samuel Cartwright,AI,,
Samuel Cartwright,ASL,,
Samuel Cartwright,Athenaeum Club,,
Samuel Cartwright,Geological Society,,
Samuel Cartwright,Linnean Society of London,,
Samuel Cartwright,London,,
Samuel Cartwright,Medical and Chirurgical Society of London,,
Samuel Cartwright,Royal Society,,
Samuel Cartwright,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Samuel Cartwright,academic,,
Samuel Cartwright,medical,,
Facundo Carulla,ASL,,
Facundo Carulla,Argentina,,
Facundo Carulla,Manchester Scientific Student's Association,,
Facundo Carulla,Sociedad Antropologica Espanola,,
Facundo Carulla,business,,
Facundo Carulla,country,,
Facundo Carulla,inventor,,
Carl Gustav Carus,ASL,,
Carl Gustav Carus,Germany,,
Carl Gustav Carus,academic,,
Carl Gustav Carus,artist,,
Carl Gustav Carus,medical,,
John Cassell,ASL,,
John Cassell,London,,
John Cassell,business,,
Fran̤ois Louis Nompar de Caumont La Force Castelnau,ASL,,
Fran̤ois Louis Nompar de Caumont La Force Castelnau,France,,
Fran̤ois Louis Nompar de Caumont La Force Castelnau,aristocracy,,
Fran̤ois Louis Nompar de Caumont La Force Castelnau,explorer,,
Fran̤ois Louis Nompar de Caumont La Force Castelnau,naturalist,,
Henry James Castle,ASL,,
Henry James Castle,London,,
Henry James Castle,academic,,
Daniel de Castro,ASL,,
Daniel de Castro,London,,
Daniel de Castro,legal,,
George Catlin,AI,,
George Catlin,ASL,,
George Catlin,America,,
George Catlin,Belgium,,
George Catlin,artist,,
John Cavafy,AI,,
John Cavafy,ASL,,
John Cavafy,London,,
John Cavafy,Medical and Chirurgical Society of London,,
John Cavafy,Royal College of Physicians,,
John Cavafy,country,,
John Cavafy,medical,,
Richard Cavendish,Athenaeum Club,,
Richard Cavendish,ESL,,
Richard Cavendish,aristocracy,,
Richard Cavendish,civil service,,
Richard Cavendish,country,,
Richard Cavendish,political,,
"Antonio de La, jun Cerda",ASL,,
"Antonio de La, jun Cerda",Brazil,,
"Antonio de La, jun Cerda",business,,
Edwin Chadwick,Athenaeum Club,,
Edwin Chadwick,ESL,,
Edwin Chadwick,London,,
Edwin Chadwick,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Edwin Chadwick,political,,
Hugo Mavesyn Chadwick,ESL,,
Hugo Mavesyn Chadwick,country,,
John Henry Challis,AI,,
John Henry Challis,ASL,,
John Henry Challis,London,,
John Henry Challis,Reform Club,,
John Henry Challis,Zoological Society,,
William Chamberlin,AI,,
William Chamberlin,ASL,,
William Chamberlin,country,,
Charles Harcourt Chambers,AI,,
Charles Harcourt Chambers,ASL,,
Charles Harcourt Chambers,Athenaeum Club,,
Charles Harcourt Chambers,ESL,,
Charles Harcourt Chambers,London,,
Charles Harcourt Chambers,Royal Geographical Society,,
Charles Harcourt Chambers,country,,
Charles Harcourt Chambers,legal,,
Escott Chambers,ESL,,
William Chambers,AI,,
William Chambers,ASL,,
William Chambers,Wales,,
James Champley,ASL,,
James Champley,country,,
James Champley,medical,,
Frank Chance,AI,,
Frank Chance,ASL,,
Frank Chance,London,,
Frank Chance,Medical and Chirurgical Society of London,,
Frank Chance,Royal College of Physicians,,
Frank Chance,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Frank Chance,country,,
Frank Chance,medical,,
David Charles,ASL,,
David Charles,Wales,,
David Charles,church,,
Edward Charlesworth,AI,,
Edward Charlesworth,ASL,,
Edward Charlesworth,Geological Society,,
Edward Charlesworth,London,,
Edward Charlesworth,Whittington Club,,
Edward Charlesworth,palaeontologist,,
Henry Charlton,ASL,,
Henry Charlton,country,,
William Charlton,AI,,
William Charlton,ESL,,
William Charlton,business,,
William Charlton,country,,
Frederick Chatfield,Athenaeum Club,,
Frederick Chatfield,ESL,,
Frederick Chatfield,London,,
Frederick Chatfield,diplomacy,,
Samuel Cheetham,ASL,,
Samuel Cheetham,Africa,,
Samuel Cheetham,country,,
F W Chesson,APS,,
F W Chesson,London,,
Hendrick Agnis Chignell,ASL,,
Hendrick Agnis Chignell,country,,
William Dinsdale Child,AI,,
William Dinsdale Child,APS,,
William Dinsdale Child,ESL,,
William Dinsdale Child,London,,
William Dinsdale Child,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Robert Caesar Childers,ASL,,
Robert Caesar Childers,academic,,
Robert Caesar Childers,country,,
Robert Walker Childs,ESL,,
Samuel Chinnery,AI,,
Samuel Chinnery,ASL,,
Samuel Chinnery,France,,
Samuel Chinnery,London,,
William Nathan Chipperfield,AI,,
William Nathan Chipperfield,ASL,,
William Nathan Chipperfield,India,,
William Nathan Chipperfield,Royal College of Surgeons,,
William Nathan Chipperfield,academic,,
William Nathan Chipperfield,medical,,
P H Chittenden,ASL,,
P H Chittenden,London,,
P H Chittenden,Royal College of Surgeons,,
P H Chittenden,medical,,
T J Cholmondeley,AI,,
T J Cholmondeley,ESL,,
T J Cholmondeley,aristocracy,,
T J Cholmondeley,armed services,,
T J Cholmondeley,country,,
William Dingle Chowne,ESL,,
William Dingle Chowne,"Society for the Encouragement of Arts, Manufactures and Commerce",,
William Dingle Chowne,medical,,
Henry Christy,APS,,
Henry Christy,ESL,,
Henry Christy,Geological Society,,
Henry Christy,Linnean Society of London,,
Henry Christy,London,,
Henry Christy,Quaker,,
Henry Christy,Society of Antiquaries,,
Henry Christy,banker,,
Henry Christy,business,,
Thomas junior Christy,APS,,
Thomas junior Christy,Marine Biological Association of the United Kingdom,,
James Graham Churcher,ESL,,
James Graham Churcher,London,,
James Graham Churcher,business,,
Henry Clare,ASL,,
Henry Clare,Royal Society of Literature,,
Henry Clare,church,,
Henry Clare,country,,
x Clarendon,ASL,,
x Clarendon,Athenaeum Club,,
x Clarendon,London,,
x Clarendon,Royal Society,,
x Clarendon,aristocracy,,
x Clarendon,diplomacy,,
x Clark,ESL,,
x Clark,academic,,
Henry Clark,ASL,,
Henry Clark,Society of Antiquaries,,
Henry Clark,country,,
Henry Clark,medical,,
James Clark,Athenaeum Club,,
James Clark,ESL,,
James Clark,London,,
James Clark,Royal Society,,
James Clark,aristocracy,,
James Clark,medical,,
C Clarke,APS,,
C Clarke,ESL,,
Henry Wilberforce Clarke,ASL,,
Henry Wilberforce Clarke,country,,
Hyde Clarke,AI,,
Hyde Clarke,ASL,,
Hyde Clarke,Academy of Anatolia,,
Hyde Clarke,American Oriental Society,,
Hyde Clarke,Anthropological Institute of New York,,
Hyde Clarke,ESL,,
Hyde Clarke,German Oriental Society,,
Hyde Clarke,London,,
Hyde Clarke,Royal Society of New South Wales,,
Hyde Clarke,Royal Society of Northern Antiquities,,
Hyde Clarke,Royal Society of Victoria,,
