"Source","Target","first_year","last_year"
John (2) Martin,medical,,
Richard Biddulph Martin,AI,,
Richard Biddulph Martin,Athenaeum Club,,
Richard Biddulph Martin,Child Study Society,,
Richard Biddulph Martin,Childhood Society,,
Richard Biddulph Martin,ESL,,
Richard Biddulph Martin,London,,
Richard Biddulph Martin,Ranelagh Club,,
Richard Biddulph Martin,Royal Geographical Society,,
Richard Biddulph Martin,Royal Statistical Society,,
Richard Biddulph Martin,Wyndham Club,,
Richard Biddulph Martin,aristocracy,,
Richard Biddulph Martin,banker,,
Richard Biddulph Martin,political,,
Thomas Martin,APS,,
Thomas Martin,ESL,,
x Martin-Magron,ASL,,
x Martin-Magron,Anthropological Society of Paris,,
x Martin-Magron,France,,
x Martin-Magron,academic,,
x Martin-Magron,medical,,
Nicholas Martindale,ASL,,
Nicholas Martindale,Liverpool District Provident Society,,
Nicholas Martindale,London,,
Nicholas Martindale,business,,
Nicholas Martindale,country,,
James Wood Mason,AI,,
James Wood Mason,ESL,,
James Wood Mason,India,,
James Wood Mason,London,,
James Wood Mason,academic,,
James Wood Mason,museum work,,
Joseph Mason,ASL,,
Joseph Mason,church,,
Joseph Mason,country,,
W Mason,ASL,,
W Mason,London,,
Hervy Masterson,APS,,
James Mathieson,AI,,
James Mathieson,ASL,,
James Mathieson,London,,
James Mathieson,country,,
Henry Matthews,AI,,
Henry Matthews,ASL,,
Henry Matthews,Athenaeum Club,,
Henry Matthews,London,,
Henry Garland Matthews,ASL,,
Henry Garland Matthews,London,,
Henry Garland Matthews,armed services,,
Samuel E Maunsell,ASL,,
Samuel E Maunsell,India,,
Samuel E Maunsell,armed services,,
Samuel E Maunsell,medical,,
Edward V Maur,ESL,,
Edward V Maur,aristocracy,,
Edward V Maur,country,,
Edward V Maur,political,,
Alfred Maury,AI,,
Alfred Maury,ESL,,
Alfred Maury,France,,
Alfred Maury,Institute of France,,
Alfred Maury,academic,,
Alfred Maury,medical,,
George Maw,ESL,,
George Maw,Society of Antiquaries,,
George Maw,business,,
George Maw,country,,
Daniel Maxwell,ASL,,
Daniel Maxwell,Argentina,,
Nicholas M Maxwell,ASL,,
Nicholas M Maxwell,London,,
Peter Benson Maxwell,AI,,
Peter Benson Maxwell,Athenaeum Club,,
Peter Benson Maxwell,ESL,,
Peter Benson Maxwell,Singapore,,
Peter Benson Maxwell,legal,,
Edward Hooper May,AI,,
Edward Hooper May,ASL,,
Edward Hooper May,London,,
Edward Hooper May,medical,,
Thomas May,ESL,,
John Edwin Mayall,ASL,,
John Edwin Mayall,London,,
John Edwin Mayall,country,,
John Edwin Mayall,photographer,,
Joseph Mayer,AI,,
Joseph Mayer,ESL,,
Joseph Mayer,Historic Society of Lancashire and Cheshire,,
Joseph Mayer,Society of Antiquaries,,
Joseph Mayer,business,,
Joseph Mayer,country,,
William Frederick Mayers,AI,,
William Frederick Mayers,China,,
William Frederick Mayers,ESL,,
William Frederick Mayers,London,,
William Frederick Mayers,diplomacy,,
Thomas Mayne,ASL,,
Thomas Mayne,country,,
Thomas Mayne,medical,,
John S Mayson,AI,,
John S Mayson,ASL,,
John S Mayson,ESL,,
John S Mayson,Union Club,,
John S Mayson,business,,
John S Mayson,country,,
Alexander McArthur,ASL,,
Alexander McArthur,London,,
Alexander McArthur,Royal Geographical Society,,
Alexander McArthur,business,,
Alexander McArthur,political,,
Andrew McCallum,ASL,,
Andrew McCallum,London,,
Arthur Edward McCallum,ASL,,
Arthur Edward McCallum,India,,
Arthur Edward McCallum,armed services,,
Arthur Edward McCallum,country,,
James McClelland,AI,,
James McClelland,ASL,,
James McClelland,ESL,,
James McClelland,Glasgow Secular School Society,,
James McClelland,Glasgow Sunday Educational Association,,
James McClelland,London,,
James McClelland,Scotland,,
James McClelland,business,,
John McCormick,AI,,
John McCormick,ASL,,
John McCormick,Africa,,
William McCoskry,ASL,,
William McCoskry,Africa,,
William McCoskry,administrative,,
William McCoskry,merchant,,
James McCraith,ASL,,
James McCraith,Royal College of Surgeons,,
James McCraith,Turkey,,
James McCraith,medical,,
James McCrevey,ASL,,
James McCrevey,armed services,,
James McCrevey,country,,
James McCrevey,medical,,
John McDonnell,AI,,
John McDonnell,ASL,,
John McDonnell,Cork Scientific and Literary Society,,
John McDonnell,Ireland,,
George McHenry,ASL,,
George McHenry,London,,
John Ferguson McLennan,AI,,
John Ferguson McLennan,ESL,,
John Ferguson McLennan,London,,
John Ferguson McLennan,Scotland,,
John Ferguson McLennan,academic,,
John Ferguson McLennan,legal,,
Walter McLeod,AI,,
Walter McLeod,ASL,,
Walter McLeod,London,,
Walter McLeod,Royal Geographical Society,,
Walter McLeod,medical,,
John Frederick McNair,AI,,
John Frederick McNair,Athenaeum Club,,
John Frederick McNair,ESL,,
John Frederick McNair,Linnean Society of London,,
John Frederick McNair,London,,
John Frederick McNair,Singapore,,
John Frederick McNair,Straits Settlements,,
John Frederick McNair,armed services,,
John Frederick McNair,civil service,,
John Frederick McNair,engineer,,
H McNicholl,ESL,,
H McNicholl,London,,
H McNicholl,medical,,
Barr Meadows,AI,,
Barr Meadows,ASL,,
Barr Meadows,London,,
Barr Meadows,National Institution for Diseases of the Skin Edinburgh,,
Barr Meadows,Royal College of Physicians,,
Barr Meadows,Royal College of Surgeons,,
Barr Meadows,medical,,
Thomas Taylor Meadows,ASL,,
Thomas Taylor Meadows,Athenaeum Club,,
Thomas Taylor Meadows,China,,
Thomas Taylor Meadows,ESL,,
Thomas Taylor Meadows,diplomacy,,
John Medd,ASL,,
John Medd,Royal College of Surgeons,,
John Medd,country,,
John Medd,medical,,
William H Medd,ASL,,
William H Medd,country,,
William H Medd,medical,,
Charles William Carter Madden Medlicott,AI,,
Charles William Carter Madden Medlicott,ASL,,
Charles William Carter Madden Medlicott,country,,
Charles William Carter Madden Medlicott,medical,,
James Aitken Meigs,AI,,
James Aitken Meigs,ASL,,
James Aitken Meigs,Academy of Natural Sciences Philadelphia,,
James Aitken Meigs,America,,
James Aitken Meigs,Anthropological Society of Paris,,
James Aitken Meigs,ESL,,
James Aitken Meigs,academic,,
James Aitken Meigs,librarian,,
John Magens Mello,AI,,
John Magens Mello,ASL,,
John Magens Mello,Geological Society,,
John Magens Mello,archaeologist,,
John Magens Mello,church,,
John Magens Mello,country,,
John Magens Mello,geologist,,
Robert Menzies,ASL,,
Robert Menzies,India,,
Robert Menzies,Royal College of Surgeons,,
Robert Menzies,armed services,,
Robert Menzies,medical,,
Evan Powell Meredith,AI,,
Evan Powell Meredith,ASL,,
Evan Powell Meredith,Wales,,
Etienne Gustave Mery,ASL,,
Etienne Gustave Mery,Africa,,
Edward Meryon,Athenaeum Club,,
Edward Meryon,ESL,,
Edward Meryon,London,,
Edward Meryon,Royal Medical and Chirurgical Society,,
Edward Meryon,medical,,
Samuel Messenger,ASL,,
Samuel Messenger,business,,
Samuel Messenger,country,,
Samuel Rush Meyrick,ESL,,
Alexander Michie,AI,,
Alexander Michie,ASL,,
Alexander Michie,China,,
Alexander Michie,London,,
Alexander Michie,Royal Geographical Society,,
Alexander Michie,business,,
J Middleton,ASL,,
J Middleton,London,,
J Middleton,Scotland,,
John M  (or H ) Middleton,ASL,,
John M  (or H ) Middleton,Belgium,,
John M  (or H ) Middleton,Royal College of Physicians,,
John M  (or H ) Middleton,Royal College of Surgeons,,
John M  (or H ) Middleton,medical,,
Louis Remy Mignot,ASL,,
Louis Remy Mignot,France,,
Louis Remy Mignot,London,,
Louis Remy Mignot,artist,,
Franciscus Miklosich,ASL,,
Franciscus Miklosich,Austria,,
Franciscus Miklosich,academic,,
William Augustus Miles,AI,,
William Augustus Miles,APS,,
William Augustus Miles,Australia,,
William Augustus Miles,ESL,,
William Augustus Miles,"Museum d'Histoire Naturel, Paris",,
William Augustus Miles,Statistical Society,,
William Augustus Miles,legal,,
John Mill,ASL,,
John Mill,London,,
John Mill,literary,,
John Mill,medical,,
John Miller,AI,,
John Miller,ASL,,
John Miller,India,,
John Miller,legal,,
Joseph Milligan,AI,,
Joseph Milligan,ASL,,
Joseph Milligan,ESL,,
Joseph Milligan,Geological Society,,
Joseph Milligan,Linnean Society of London,,
Joseph Milligan,London,,
Joseph Milligan,Royal Academy of Sciences,,
Joseph Milligan,Royal Society of Tasmania,,
Joseph Milligan,Tasmania,,
Joseph Milligan,Zoological Society,,
Joseph Milligan,country,,
Joseph Milligan,medical,,
Henry F Mills,AI,,
Henry F Mills,ASL,,
Henry F Mills,Africa,,
Henry F Mills,Thatched House Club,,
Henry F Mills,country,,
J M C Mills,ASL,,
J M C Mills,India,,
J M C Mills,legal,,
A Milne,ASL,,
A Milne,China,,
Thomas Milne,ASL,,
Thomas Milne,Scotland,,
Henri Milne-Edwards,AI,,
Henri Milne-Edwards,ASL,,
Henri Milne-Edwards,ESL,,
Henri Milne-Edwards,France,,
Henri Milne-Edwards,Geological Society,,
Henri Milne-Edwards,Institute of France,,
Henri Milne-Edwards,Royal Society,,
Henri Milne-Edwards,zoologist,,
W R Milner,ASL,,
W R Milner,Royal College of Surgeons,,
W R Milner,country,,
W R Milner,medical,,
x Milton,AI,,
x Milton,ASL,,
x Milton,ESL,,
x Milton,London,,
x Milton,Royal Geographical Society,,
x Milton,aristocracy,,
x Milton,explorer,,
x Milton,political,,
B G Miraglia,ASL,,
B G Miraglia,Italy,,
B G Miraglia,Phrenopathic Society of Aversa,,
B G Miraglia,medical,,
B G Miraglia,poet,,
J B Mirrlees,ASL,,
J B Mirrlees,business,,
J B Mirrlees,country,,
Albert Mitchell,AI,,
Albert Mitchell,ESL,,
Albert Mitchell,country,,
Alexander (1) Mitchell,AI,,
Alexander (1) Mitchell,ESL,,
Alexander (1) Mitchell,London,,
Alexander (1) Mitchell,country,,
Alexander (1) Mitchell,political,,
Arthur Mitchell,ASL,,
Arthur Mitchell,Royal Scottish Academy,,
Arthur Mitchell,Royal Societies Club,,
Arthur Mitchell,Scotland,,
Arthur Mitchell,Scottish History Society,,
Arthur Mitchell,Society of Antiquaries of Scotland,,
Arthur Mitchell,medical,,
William Henry Mitchell,ASL,,
William Henry Mitchell,Junior Carlton Club,,
William Henry Mitchell,London,,
William Stephen Mitchell,ASL,,
William Stephen Mitchell,Geological Society,,
William Stephen Mitchell,New University Club,,
William Stephen Mitchell,country,,
Rajendralala Mitra,ASL,,
Rajendralala Mitra,India,,
Rajendralala Mitra,Royal Asiatic Society,,
Rajendralala Mitra,archaeologist,,
Rajendralala Mitra,historian,,
St George J Mivart,ASL,,
St George J Mivart,Linnean Society of London,,
St George J Mivart,London,,
St George J Mivart,Royal Institution,,
St George J Mivart,Royal Society,,
St George J Mivart,Zoological Society,,
St George J Mivart,academic,,
C  Poorooshottum Modeliar,ASL,,
C  Poorooshottum Modeliar,London,,
Robert G Moger,ASL,,
Robert G Moger,London,,
Robert G Moger,Royal College of Surgeons,,
Robert G Moger,medical,,
Matthew Moggridge,AI,,
Matthew Moggridge,Botanical Society of London,,
Matthew Moggridge,ESL,,
Matthew Moggridge,Geological Society,,
Matthew Moggridge,Geologist's Association,,
Matthew Moggridge,Wales,,
Matthew Moggridge,archaeologist,,
Matthew Moggridge,country,,
Alexander Moir,ASL,,
Alexander Moir,London,,
J  Macrae Moir,ASL,,
J  Macrae Moir,London,,
Jakob Moleschott,ASL,,
Jakob Moleschott,Italy,,
Jakob Moleschott,academic,,
Jakob Moleschott,philosopher,,
Jakob Moleschott,political,,
Frederick William Monk,ASL,,
Frederick William Monk,business,,
Frederick William Monk,country,,
William Monk,ASL,,
William Monk,Royal Asiatic Society,,
William Monk,Society of Antiquaries,,
William Monk,church,,
William Monk,country,,
J Monro,Army & Navy Club,,
J Monro,ESL,,
J Monro,London,,
J Monro,medical,,
Frederick Butler Montgomerie,AI,,
Frederick Butler Montgomerie,ASL,,
Frederick Butler Montgomerie,Athenaeum Club,,
Frederick Butler Montgomerie,Conservative Club,,
Frederick Butler Montgomerie,London,,
Frederick Butler Montgomerie,Royal Geographical Society,,
Patrick Montgomery,ESL,,
Patrick Montgomery,armed services,,
Robert Mortimer Montgomery,ESL,,
Robert Mortimer Montgomery,London,,
John Moody,AI,,
John Moody,ESL,,
John Moody,London,,
John Moody,country,,
x Moon,ASL,,
x Moon,Geological Society,,
x Moon,church,,
x Moon,country,,
George Moore,AI,,
George Moore,ASL,,
George Moore,British Archaeological Association,,
George Moore,Historical Institute,,
George Moore,country,,
George Moore,medical,,
Henry Reginald Moore,AI,,
Henry Reginald Moore,ASL,,
Henry Reginald Moore,Junior Garrick Club,,
Henry Reginald Moore,London,,
J  Daniel Moore,ASL,,
J  Daniel Moore,Linnean Society of London,,
J  Daniel Moore,country,,
J  Daniel Moore,medical,,
James H Moore,ASL,,
James H Moore,country,,
John (1) Moore,AI,,
John (1) Moore,ASL,,
John (1) Moore,London,,
John (1) Moore,business,,
John (2) Moore,AI,,
John (2) Moore,ASL,,
John (2) Moore,Australia,,
John (2) Moore,medical,,
Joseph Moore,ESL,,
Joseph Moore,medical,,
Robert Waters Moore,AI,,
Robert Waters Moore,ASL,,
Robert Waters Moore,Australia,,
Robert Waters Moore,medical,,
William Gosling Moore,ASL,,
William Gosling Moore,Australia,,
William Gosling Moore,artist,,
William Gosling Moore,business,,
Modeliar P S Mootoosaumy,ASL,,
Modeliar P S Mootoosaumy,India,,
Modeliar P S Mootoosaumy,Royal College of Surgeons,,
Modeliar P S Mootoosaumy,medical,,
Fortescue John Morgan,AI,,
Fortescue John Morgan,ASL,,
Fortescue John Morgan,country,,
Fortescue John Morgan,medical,,
John Morgan,ASL,,
John Morgan,London,,
Thomas H Morgan,ASL,,
Thomas H Morgan,country,,
William Henry Morgan,AI,,
William Henry Morgan,ASL,,
William Henry Morgan,India,,
William Henry Morgan,Royal College of Surgeons,,
William Henry Morgan,medical,,
Thomas B Moriarty,ASL,,
Thomas B Moriarty,London,,
Thomas B Moriarty,medical,,
Alexander Morison,Athenaeum Club,,
Alexander Morison,ESL,,
Alexander Morison,London,,
Alexander Morison,Scotland,,
Alexander Morison,medical,,
James Cotter Morison,AI,,
James Cotter Morison,ASL,,
James Cotter Morison,Athenaeum Club,,
James Cotter Morison,London,,
James Cotter Morison,Royal Society of Literature,,
James Cotter Morison,literary,,
Charles Adolphe Morlot,ASL,,
Charles Adolphe Morlot,Geological Society,,
Charles Adolphe Morlot,Switzerland,,
Charles Adolphe Morlot,academic,,
David Morris,ASL,,
David Morris,Society of Antiquaries,,
David Morris,country,,
Edward Morris,ESL,,
Edward Rowley Morris,AI,,
Edward Rowley Morris,ESL,,
Edward Rowley Morris,Wales,,
Edward Rowley Morris,antiquarian,,
Edward Rowley Morris,business,,
Eugene Morris,AI,,
Eugene Morris,ESL,,
Eugene Morris,London,,
H C  Grove Morris,ASL,,
H C  Grove Morris,Malta,,
H C  Grove Morris,armed services,,
J P Morris,ASL,,
J P Morris,Anthropological Society of Paris,,
J P Morris,country,,
John Morris,AI,,
John Morris,ESL,,
John Morris,London,,
John Morris,legal,,
Richard Morris,ESL,,
James Holmes Morrison,AI,,
James Holmes Morrison,ASL,,
James Holmes Morrison,British Medical Association,,
James Holmes Morrison,London,,
James Holmes Morrison,country,,
James Holmes Morrison,medical,,
Richard James ('Zadkiel') Morrison,ASL,,
Richard James ('Zadkiel') Morrison,armed services,,
Richard James ('Zadkiel') Morrison,astrologer,,
Richard James ('Zadkiel') Morrison,country,,
Walter Morrison,AI,,
Walter Morrison,ESL,,
Walter Morrison,London,,
Walter Morrison,Palestine Exploration Fund,,
Walter Morrison,United University Club,,
Walter Morrison,business,,
Walter Morrison,political,,
Edward John Morshead,ASL,,
Edward John Morshead,London,,
Edward John Morshead,"Victoria Institute, or Philosophical Institute of Great Britain",,
Edward John Morshead,civil service,,
Edward John Morshead,country,,
John Mortimer,AI,,
John Mortimer,ASL,,
John Mortimer,London,,
John Robert Mortimer,AI,,
John Robert Mortimer,ASL,,
John Robert Mortimer,archaeologist,,
John Robert Mortimer,country,,
John Robert Mortimer,merchant,,
Joseph Mosheimer,ASL,,
Joseph Mosheimer,London,,
Svend Mosling,ASL,,
Svend Mosling,Norway,,
Svend Mosling,engineer,,
Thomas Moss,ASL,,
Thomas Moss,London,,
Thomas Moss,country,,
C B Mosse,ASL,,
C B Mosse,Ireland,,
C B Mosse,medical,,
George Mott,ASL,,
George Mott,Australia,,
George Mott,business,,
Joseph Mould,ASL,,
Joseph Mould,London,,
Joseph Mould,church,,
Walter Moxon,ASL,,
Walter Moxon,London,,
Walter Moxon,Medical and Chirurgical Society of London,,
Walter Moxon,medical,,
J Muir,Athenaeum Club,,
J Muir,ESL,,
J Muir,London,,
J Muir,Royal Asiatic Society,,
J Muir,Scotland,,
J Muir,academic,,
Henry Muirhead,AI,,
Henry Muirhead,ASL,,
Henry Muirhead,Scotland,,
Henry Muirhead,medical,,
August Muller,ASL,,
August Muller,Prussia,,
August Muller,academic,,
Ferdinand Muller,ASL,,
Ferdinand Muller,Australia,,
Ferdinand Muller,academic,,
Ferdinand Muller,medical,,
Friedrich Max Muller,AI,,
Friedrich Max Muller,ASL,,
Friedrich Max Muller,ESL,,
Friedrich Max Muller,Germany,,
Friedrich Max Muller,Pali Text Society,,
Friedrich Max Muller,country,,
Friedrich Max Muller,orientalist,,
Friedrich Max Muller,philologist,,
Johan Muller,ESL,,
Johan Muller,Germany,,
Johan Muller,academic,,
Johan Muller,medical,,
Richard Mullins,ASL,,
Richard Mullins,country,,
x Munro,ESL,,
Francis Kerridge Munton,AI,,
Francis Kerridge Munton,ESL,,
Francis Kerridge Munton,London,,
Francis Kerridge Munton,Royal Geographical Society,,
Francis Kerridge Munton,legal,,
Roderick Impey Murchison,Athenaeum Club,,
Roderick Impey Murchison,British Association,,
Roderick Impey Murchison,ESL,,
Roderick Impey Murchison,Linnean Society of London,,
Roderick Impey Murchison,London,,
Roderick Impey Murchison,Royal Geographical Society,,
Roderick Impey Murchison,Royal Irish Academy,,
Roderick Impey Murchison,Royal Society,,
Roderick Impey Murchison,academic,,
Roderick Impey Murchison,aristocracy,,
Roderick Impey Murchison,geologist,,
Roderick Impey Murchison,museum work,,
Edward W Murphy,ASL,,
Edward W Murphy,London,,
Edward W Murphy,medical,,
Edward Murray,ASL,,
Edward Murray,country,,
J C Murray,AI,,
J C Murray,ASL,,
J C Murray,British Medical Association,,
J C Murray,Royal College of Physicians,,
J C Murray,country,,
J C Murray,medical,,
John Murray,Athenaeum Club,,
John Murray,ESL,,
John Murray,London,,
John Murray,business,,
John (1) Murray,ASL,,
John (1) Murray,Scotland,,
John (1) Murray,armed services,,
John (2) Murray,ASL,,
John (2) Murray,country,,
John (2) Murray,medical,,
John George Musgrave,ASL,,
John George Musgrave,country,,
G N Mussabini,ESL,,
G N Mussabini,London,,
N G Mussabini,ESL,,
N G Mussabini,business,,
Dadabhai Naoroji,ASL,,
Dadabhai Naoroji,ESL,,
Dadabhai Naoroji,India,,
Dadabhai Naoroji,Literary and Philosophical Society of Liverpool,,
Dadabhai Naoroji,London,,
Dadabhai Naoroji,business,,
Dadabhai Naoroji,political,,
Charles Ottley Groom Napier,AI,,
Charles Ottley Groom Napier,ASL,,
Charles Ottley Groom Napier,Geological Society,,
Charles Ottley Groom Napier,Linnean Society of London,,
Charles Ottley Groom Napier,country,,
William Napier,AI,,
William Napier,ESL,,
William Napier,London,,
William Napier,Royal Geographical Society,,
William Napier,administrative,,
William Napier,journalist,,
William Napier,legal,,
William Napier,literary,,
William Donald Napier,ESL,,
William Donald Napier,London,,
William Donald Napier,Royal College of Surgeons,,
William Donald Napier,medical,,
D W Nash,ASL,,
D W Nash,London,,
D W Nash,Society of Antiquaries,,
Davyd William Nash,AI,,
Davyd William Nash,ESL,,
Davyd William Nash,Royal Society of Literature,,
Davyd William Nash,country,,
Robert Lucas Nash,ASL,,
Robert Lucas Nash,ESL,,
Robert Lucas Nash,London,,
Robert Lucas Nash,business,,
Samuel Nash,AI,,
Samuel Nash,ASL,,
Samuel Nash,country,,
Alexander Nasmyth,ESL,,
Alexander Nasmyth,London,,
Alexander Nasmyth,Royal College of Surgeons,,
Alexander Nasmyth,Royal Medical and Chirurgical Society,,
Alexander Nasmyth,medical,,
F B  Bernard Natusch,ASL,,
F B  Bernard Natusch,business,,
F B  Bernard Natusch,country,,
Dominico Navoni,ESL,,
J  Dormer Neale,AI,,
J  Dormer Neale,ESL,,
J  Dormer Neale,London,,
Francis G P Neison,ESL,,
Francis G P Neison,Linnean Society of London,,
William Neison,ESL,,
William Neison,legal,,
George Nesbitt,ASL,,
George Nesbitt,country,,
J R Neville,ASL,,
J R Neville,London,,
Robert Stirling (1) Newall,AI,,
Robert Stirling (1) Newall,ESL,,
Robert Stirling (1) Newall,Royal Society,,
Robert Stirling (1) Newall,business,,
Robert Stirling (1) Newall,country,,
Literary and Philosophical Society of Newcastle,ASL,,
F W Newman,ESL,,
William Newmarch,ASL,,
William Newmarch,Linnean Society of London,,
William Newmarch,London,,
P H Newnham,AI,,
P H Newnham,ASL,,
P H Newnham,Royal Meteorological Society,,
P H Newnham,Society for Psychical Research,,
P H Newnham,church,,
P H Newnham,country,,
Alfred Vincent Newton,AI,,
Alfred Vincent Newton,ASL,,
Alfred Vincent Newton,London,,
Alfred Vincent Newton,inventor,,
Henry William Newton,ASL,,
Henry William Newton,country,,
Robert S Newton,ASL,,
Robert S Newton,America,,
Robert S Newton,Eclectic Medical Society of New York,,
Thomas Nicholas,AI,,
Thomas Nicholas,ASL,,
Thomas Nicholas,ESL,,
Thomas Nicholas,Geological Society,,
Thomas Nicholas,London,,
G  Jasper Nicholls,ASL,,
G  Jasper Nicholls,India,,
G  Jasper Nicholls,civil service,,
G  Jasper Nicholls,country,,
G  Jasper Nicholls,legal,,
Brinsley Nicholson,AI,,
Brinsley Nicholson,ESL,,
Brinsley Nicholson,Ireland,,
Brinsley Nicholson,London,,
Brinsley Nicholson,academic,,
Brinsley Nicholson,armed services,,
Brinsley Nicholson,country,,
Brinsley Nicholson,medical,,
Charles Nicholson,AI,,
Charles Nicholson,ASL,,
Charles Nicholson,Athenaeum Club,,
Charles Nicholson,ESL,,
Charles Nicholson,London,,
Charles Nicholson,Royal Asiatic Society,,
Charles Nicholson,Royal Colonial Institute,,
Charles Nicholson,Royal Geographical Society,,
Charles Nicholson,Royal Society of Arts,,
Charles Nicholson,Royal Society of Literature,,
Charles Nicholson,Society for Psychical Research,,
Charles Nicholson,academic,,
Charles Nicholson,aristocracy,,
Charles Nicholson,country,,
Charles Nicholson,political,,
John Peede Segrave Carington Nicholson,ASL,,
John Peede Segrave Carington Nicholson,country,,
D Nicol,ESL,,
D Nicol,London,,
J  Dyce Nicol,Athenaeum Club,,
J  Dyce Nicol,ESL,,
J  Dyce Nicol,London,,
J  Dyce Nicol,Scotland,,
J  Dyce Nicol,political,,
Donald Nicoll,ESL,,
Donald Nicoll,London,,
Donald Nicoll,business,,
Donald Nicoll,inventor,,
Donald Nicoll,political,,
Giustiniano Nicolucci,AI,,
Giustiniano Nicolucci,ASL,,
Giustiniano Nicolucci,ESL,,
Giustiniano Nicolucci,Italy,,
Giustiniano Nicolucci,academic,,
Giustiniano Nicolucci,anthropologist,,
Giustiniano Nicolucci,archaeologist,,
Giustiniano Nicolucci,ethnologist,,
Sven Nilsson,AI,,
Sven Nilsson,ASL,,
Sven Nilsson,ESL,,
Sven Nilsson,Sweden,,
Sven Nilsson,archaeologist,,
Sven Nilsson,zoologist,,
Roden Noel,ASL,,
Roden Noel,Society for Psychical Research,,
Roden Noel,aristocracy,,
Roden Noel,country,,
Roden Noel,literary,,
John Spencer Noldwritt,ASL,,
John Spencer Noldwritt,London,,
John Spencer Noldwritt,"Society for the Encouragement of Arts, Manufactures and Commerce",,
John Spencer Noldwritt,academic,,
Karl Friedrich Nordmann,AI,,
Karl Friedrich Nordmann,ASL,,
Karl Friedrich Nordmann,India,,
Karl Friedrich Nordmann,civil engineer,,
Henry Norsworthy,AI,,
Henry Norsworthy,ASL,,
Henry Norsworthy,Botanical Society of London,,
Henry Norsworthy,Zoological Society,,
Henry Norsworthy,academic,,
Henry Norsworthy,country,,
George North,ASL,,
George North,London,,
Samuel William North,AI,,
Samuel William North,ASL,,
Samuel William North,Royal College of Surgeons,,
Samuel William North,York Philosphical Society,,
Samuel William North,country,,
Samuel William North,medical,,
Josiah Clark Nott,AI,,
Josiah Clark Nott,ASL,,
Josiah Clark Nott,America,,
Josiah Clark Nott,Anthropological Society of Paris,,
Josiah Clark Nott,ESL,,
Josiah Clark Nott,medical,,
John Nottingham,AI,,
John Nottingham,ASL,,
John Nottingham,Academy of Medicine and Surgery of Madrid and Barcelona,,
John Nottingham,Academy of Natural Sciences of Spain,,
John Nottingham,Royal College of Physicians,,
John Nottingham,Royal College of Surgeons,,
John Nottingham,Royal Medical Society of Berlin,,
John Nottingham,Royal Society of Northern Antiquities Copenhagen,,
John Nottingham,Society of Emulation of Paris,,
John Nottingham,country,,
John Nottingham,medical,,
Richard Maddock Nunn,AI,,
Richard Maddock Nunn,ASL,,
Richard Maddock Nunn,America,,
Richard Maddock Nunn,Royal College of Surgeons,,
Richard Maddock Nunn,country,,
Richard Maddock Nunn,medical,,
Thomas William Nunn,ESL,,
Thomas William Nunn,London,,
Thomas William Nunn,medical,,
Charles O'Callaghan,ASL,,
Charles O'Callaghan,Ireland,,
Charles O'Callaghan,medical,,
P O'Callaghan,AI,,
P O'Callaghan,ESL,,
P O'Callaghan,Society of Antiquaries,,
P O'Callaghan,"Tennis Court Club, Leamington",,
P O'Callaghan,country,,
Luke Smyth O'Connor,AI,,
Luke Smyth O'Connor,ASL,,
Luke Smyth O'Connor,Ireland,,
Luke Smyth O'Connor,London,,
Luke Smyth O'Connor,Royal Geographical Society,,
Luke Smyth O'Connor,Union Club,,
Luke Smyth O'Connor,United Service Club,,
Luke Smyth O'Connor,armed services,,
George O'Gorman,ESL,,
George O'Gorman,Mexico,,
George O'Gorman,diplomacy,,
Edward O'Riley,AI,,
Edward O'Riley,Burmah,,
Edward O'Riley,ESL,,
Edward O'Riley,Royal Geographical Society,,
Edward O'Riley,administrative,,
J L O'Sullivan,ASL,,
J L O'Sullivan,London,,
J L O'Sullivan,diplomacy,,
J L O'Sullivan,literary,,
William Ogilby,ESL,,
William Ogilby,Ireland,,
William Ogilby,Zoological Society,,
William Ogilby,academic,,
William Ogilby,legal,,
William Ogilby,medical,,
G H Ogston,ASL,,
G H Ogston,Chemical Society,,
G H Ogston,London,,
G H Ogston,academic,,
Laurence Oliphant,Athenaeum Club,,
Laurence Oliphant,ESL,,
Laurence Oliphant,London,,
Laurence Oliphant,political,,
Samuel Pasfield Oliver,AI,,
Samuel Pasfield Oliver,ASL,,
Samuel Pasfield Oliver,ESL,,
Samuel Pasfield Oliver,Royal Geographical Society,,
Samuel Pasfield Oliver,Society of Antiquaries,,
Samuel Pasfield Oliver,armed services,,
Samuel Pasfield Oliver,country,,
Gustav Oppert,AI,,
Gustav Oppert,ESL,,
Gustav Oppert,Germany,,
Gustav Oppert,India,,
Gustav Oppert,"Madras Club, Madras",,
Gustav Oppert,academic,,
Gustav Oppert,country,,
William M Ord,ASL,,
William M Ord,Athenaeum Club,,
William M Ord,London,,
William M Ord,medical,,
John Benn Ormathwaite,AI,,
John Benn Ormathwaite,ASL,,
John Benn Ormathwaite,Carlton Club,,
John Benn Ormathwaite,London,,
John Benn Ormathwaite,Royal Geographical Society,,
John Benn Ormathwaite,aristocracy,,
John Benn Ormathwaite,political,,
W  Billing Orton,AI,,
W  Billing Orton,ESL,,
W  Billing Orton,country,,
Sherard Osborn,AI,,
Sherard Osborn,Athenaeum Club,,
Sherard Osborn,ESL,,
Sherard Osborn,London,,
Sherard Osborn,armed services,,
Sherard Osborn,explorer,,
