"Source","Target"
Richard Allen,APS
S Allen,APS
S Allen (2),APS
T Allen,APS
Denison H Allport,APS
A Ambrose,APS
G F Angas,APS
N D By G F Angas,APS
Henry Angus,APS
x Ap Forstell,APS
x Apelez,APS
Richard Ash,APS
Frederick Ashby,APS
F J Atkins,APS
E Backhouse,APS
Fanny Backhouse,APS
J Backhouse,APS
J E Backhouse,APS
S Backhouse,APS
E Baines,APS
Frederick Baines,APS
M T Baines,APS
Hannah Baker,APS
J G Baker,APS
Adrian Balbi,APS
J S Banbury,APS
Sa Bandeira,APS
John Banim,APS
Sax Bannister,APS
x Barclay,APS
C Baxter,APS
S Beale,APS
x Beaumont,APS
Esther Beecham,APS
A Bell,APS
Maldon Bell,APS
Mary Bell,APS
S E E Bell,APS
John Bellerby,APS
F J Bett,APS
x Bevan,APS
Samuel Blackburn,APS
W T Blair,APS
W Blott,APS
x Blumenbach,APS
x Boehmer,APS
D Bolton,APS
J Booth,APS
James Booth,APS
x Booth,APS
x Bott,APS
x Bousfield,APS
Benjamin Boyd,APS
J Bradley,APS
x Brady,APS
L Bridgland,APS
x Brightwell,APS
John Ivatt Briscoe,APS
x Brouwer,APS
D Brown,APS
Jeremiah Bryant,APS
J Buckland,APS
John Budge,APS
W F Budgett,APS
x Burder,APS
John Burgess,APS
x Burgess,APS
John Burnett,APS
Edmund Buxton,APS
x Buxton,APS
M Cabet,APS
John Candlish,APS
R Carthington,APS
James Cash,APS
M Cassin,APS
L A Chamerovzov,APS
M Chamisso,APS
x Channing,APS
R Chapman,APS
Eardley Childers,APS
George Christie,APS
Ann W Christy,APS
Alfred Spencer Churchill,APS
Charles Clark,APS
Thomas Clark,APS
W J Clark,APS
x Clark (2),APS
Ebenezer Clarke,APS
Joseph Clarke,APS
Thomas Clarkson,APS
John Clayton,APS
J W C Clothier,APS
R C Cobbold,APS
Robert K Cobbold,APS
Jane Cocks,APS
x Collett,APS
J B Cook,APS
P Cook,APS
George Cooke,APS
J B Cooke,APS
J Cooper,APS
x Corbett,APS
x Corder,APS
James Coxen,APS
Agnes Craig,APS
William Crawford,APS
Handel Crosham,APS
Ann Crowley,APS
E Crowley,APS
P Cudworth,APS
x Cuff,APS
x David,APS
x Davies,APS
James Davis,APS
M De Beaumont,APS
x De Gerando,APS
J Dennis,APS
Thomas Denton,APS
Augustus D'Este,APS
W R Deverell,APS
John Dinham,APS
Thomas Dinham,APS
Anthony Dinsdale,APS
D Dodshon,APS
J M Dorking,APS
x Doubleday,APS
James Douglas,APS
F C Dowley,APS
x Downing,APS
J E Drake,APS
P Du Ponceau,APS
Philip Durant,APS
x Edmonds,APS
x Edwards,APS
E & M Elliott,APS
Ebenezer Elliott,APS
Mary Elliott,APS
John Ellis,APS
W Enfield,APS
John Epps,APS
Don Flores Estrada,APS
William Evans,APS
x Evans,APS
Edward Everett,APS
John Fairbarn,APS
William Falconer,APS
Joshua Fardon,APS
J Farnworth,APS
M Felix,APS
Pinheiro Fereira,APS
Conrad Finzel,APS
Horman S Fisher,APS
A Fitzjames,APS
x Flashman,APS
Estrade Flores,APS
E Ford,APS
Thomas Ford,APS
A F Forsell,APS
James T Foster,APS
John Lister Foster,APS
John Foulger,APS
x Foville,APS
Mary Fox,APS
x Foxville,APS
J J Freeman,APS
A Friend,APS
R Fry,APS
Benson Fryer,APS
Forster Fryer,APS
x Fryer,APS
Charles Garrett,APS
John Garrett,APS
H E Garvey,APS
M de Gasparin,APS
Elizabeth F Gibson,APS
G J Gibson,APS
Joseph Gillett,APS
F Good,APS
Hannah Good,APS
John T Grace,APS
M Grand Pierre,APS
M Grangeret de la Grange,APS
Laggan Grant,APS
Fr Groth,APS
Aldin Grout,APS
R R Gurley,APS
Edward Gurney,APS
Charles Gutzlaff,APS
R K Habgood,APS
C Haddison,APS
x Haddison,APS
x Hagger,APS
John Halcro,APS
John Hall,APS
x Halliday,APS
William Alers Hankey,APS
Josiah Hannam,APS
x Hannington,APS
x Hannom,APS
John Harford (2),APS
x Harmer,APS
James Harnard,APS
E Harris,APS
Isabella Harris,APS
Jane Harris,APS
John Harris,APS
Sarah Harris,APS
x Harrison,APS
W B Harvey,APS
Montague Hawtrey,APS
x Hayden,APS
A Heaviside,APS
S Hedley,APS
Bev D Hewett,APS
W M Higgins,APS
R Hill,APS
C Hinchcliffe,APS
Charles Hindley,APS
D P Hock,APS
A Hodgson,APS
x Hogendorp,APS
J Holen,APS
D Holmes,APS
x Hood,APS
Ann M Hopkins,APS
Sylvester Hovey,APS
x Humboldt,APS
x Humphrey,APS
Matthew Jun Hutchinson,APS
T Hutchinson,APS
Robert Ingam,APS
F Maitland Innes,APS
M Isambert,APS
Clement Jackson,APS
S J James,APS
John Jarold,APS
George Jarvis,APS
Joseph Jarvis,APS
R Jarvis,APS
x Jaubert,APS
S A Jeffries,APS
Samuel Jeffrys,APS
J Jefry,APS
N Jocelyn,APS
Joseph Johnson,APS
x Johnson,APS
Peter Jones,APS
Samuel Juke,APS
M A Julien,APS
x Julius,APS
Charles Jupe,APS
George T Kemp,APS
William Kennedy,APS
x Kerr,APS
x Kidd,APS
Henry Rochdale King,APS
J Knowles,APS
A J Larking,APS
H B Larking,APS
James Lawrence,APS
Buxton Lawrie,APS
Emma Letchworth,APS
x Letchworth,APS
Leone Levi,APS
Malcolm Lewin (2),APS
x Lichtenstein,APS
C Lilgevolch,APS
H L Lobeck,APS
A J Lorking,APS
x Lucas,APS
x Luden,APS
William Luner,APS
Robert Lush,APS
C Lushington,APS
S Lushington,APS
P Lyne,APS
G van der Maalen,APS
R A MacFie,APS
D P Mack,APS
Thomas MacNay,APS
x Maconochie,APS
G van der Maerlen,APS
P Maerlen,APS
Patrick Mair,APS
x Mallet,APS
Jules Malpet,APS
Jules Mampet,APS
W E Manser,APS
S Marsden,APS
x Marsden,APS
Martha E Marshall,APS
H Martin,APS
Peter Martin,APS
R Montgomery Martin,APS
W Martin,APS
x Martin,APS
M H Martindale,APS
Mary Martindale,APS
R A McFie,APS
x McLachlan,APS
x McNay,APS
W H Medhurst,APS
James Meek,APS
x Metcalf,APS
x Meyer,APS
Henry Miegoe,APS
E Mills,APS
D Mitchell,APS
x Mittermaier,APS
J Moffatt,APS
R Moffatt,APS
P Moire,APS
S G Montrou,APS
O Moore,APS
x Moorsom,APS
M Moraes Sarmento,APS
Henry Moreing,APS
x Morgan,APS
E Morris,APS
S G Morton,APS
Joseph Mosley,APS
Standish Motte,APS
C Mottley,APS
Joseph Mottley,APS
J Mounsey,APS
Edgar Musgrove,APS
W W Royston Nash,APS
J Natterier,APS
T Nicholls,APS
Daniel O'Connell,APS
John Olliver,APS
x Orchard,APS
x Orioli,APS
Oliver Ormerod,APS
J Horne Payne,APS
Z C Pearson,APS
Rachel Pease,APS
Richard Peck,APS
Brothers Peek,APS
Richard Peek,APS
J Pell,APS
x Philip,APS
x Phillips,APS
W Philpott,APS
Fererra Pinheiro,APS
T E Plint,APS
J F Polk,APS
T Pollard,APS
W Pollard,APS
x Pollard,APS
Margaret Pope,APS
Eliza Post,APS
x Post,APS
x Poulter,APS
Edward Priestman,APS
Elizabeth Priestman,APS
F R Priestman,APS
x Priestman,APS
Cornelieus Prior,APS
G Pritchard,APS
J E Pritchett,APS
Joseph R Procter,APS
J R Pumphrey,APS
Herman Quinius,APS
G Ralston,APS
W Ramsden,APS
John Rand,APS
Alfred Ransome,APS
Joshua Ransome,APS
W Ransome,APS
C Rathbone,APS
George Rawson,APS
James Read,APS
A Reid,APS
Mohammed Rheire,APS
x Riach,APS
Heinrich Richter,APS
x Rickman,APS
R Rickmer,APS
E Ridley,APS
x Ritchie,APS
Henry Robarts,APS
C B Robinson,APS
W Robson,APS
x Robson,APS
x Roger,APS
H Rolls,APS
T Roscoe,APS
R P Ruckman,APS
M Ruppel,APS
H C Rutherford,APS
J E Rutter,APS
Egerton Ryerson,APS
John Saunders,APS
S Saunders,APS
x Saunders,APS
x Schlosser,APS
Thomas Schofield,APS
x Scoon,APS
Samuel S Scriven,APS
Hannah Scurr,APS
E T Sewell,APS
x Sharples,APS
John S Shewell,APS
M Sismondi,APS
B Slack,APS
Ann Hopkins Smith,APS
Charles E Smith,APS
Culling Eardley Smith,APS
Ebenezer Smith,APS
Homerton Smith,APS
J P Smith,APS
P A Smith,APS
Pye Smith,APS
R Jun Smith,APS
x Smith,APS
W Somerville,APS
W Sommerville,APS
Sarah Southwell,APS
Julius Sperling,APS
N G Sperling,APS
x Sperling,APS
Osbourne Spurfield,APS
F Squire,APS
x Stafford,APS
George Stancliff,APS
Thomas Stark,APS
Trevor Steinglass,APS
x Steininger,APS
E Stephens,APS
J M Stephens,APS
x Stephens,APS
Deborah Sterry,APS
M Stevens,APS
x Stevens,APS
Mary Stevenson,APS
Andrew Stewart,APS
J J Stitt,APS
William Stokes,APS
John Stone,APS
x Stone,APS
x Stow,APS
Thomas Stronge,APS
x Stroud,APS
John James Stulz,APS
Charles Sturgeon,APS
x Sturges,APS
John James Sturtz,APS
J W Sully,APS
William Summerville,APS
Charles Sumner,APS
J H Sunman,APS
Arthur Tappan,APS
Thomas Taylor,APS
J B Teesdale,APS
Hull Terrell,APS
x Thatcher,APS
James Sanderson Thomas,APS
M Thomas,APS
Perronet Thompson,APS
H B Thorpe,APS
Jonathan Thorpe,APS
x Tiedeman,APS
M de Tocqueville,APS
Thomas Todd,APS
William McCullagh Torrens,APS
C S Tosswill,APS
J H Tredgold,APS
Henry Tuckett,APS
P E Tuckett,APS
J W Tuke,APS
x Tyler,APS
Jan Tzatzoe,APS
x Upcher,APS
x Vanderkamp,APS
M Villerme,APS
x Wainwright,APS
Joseph Waite,APS
Josiah Waites,APS
E Walker,APS
R Walker,APS
x Walker,APS
x Waring,APS
Harriett Warner,APS
Henrietta Warner,APS
M Warner,APS
C Washbourne,APS
John Washington,APS
x Weaver,APS
A Wells,APS
Frederick Wells,APS
Mary Wheeler,APS
J Whitby,APS
Anthony White,APS
x Whiting,APS
S Wilkin,APS
M Wilks,APS
John Williams,APS
H H Willis,APS
Frederick Wills,APS
H O Wills,APS
x Wills,APS
Joseph R Wilton,APS
R W Wingfield,APS
x Wiseman,APS
William Wolston,APS
Joseph Wontner,APS
Thomas Wontner,APS
Levi Wood,APS
Levi Wood (2),APS
S F Woolmer,APS
A B Wright,APS
Frances Wright,APS
P Wright,APS
W D D Wright,APS
x Wright (2),APS
x Wright,APS
W Wrigley,APS
James Yates,APS
John Young,APS
Thomas Zachary,APS
