"id","family_name","first_names","id:1","society"
1952,Stewart,Alexander Patrick,6,Medical and Chirurgical Society of London
1960,Story,William,2,Royal College of Surgeons
1963,Strangford,x,26,Royal Asiatic Society
1972,Sturz,John James,11,Geological Society
1974,Sutherland,Peter Cormac,33,Royal College of Surgeons Edinburgh
1976,Suttor,George,16,Linnean Society of London
1976,Suttor,George,8,Royal Geographical Society
1987,Symonds,J A,21,Royal Society
1987,Symonds,J A,27,Royal College of Physicians
1988,Symonds,William Samuel,11,Geological Society
1989,Tagart,Francis,8,Royal Geographical Society
1991,Tait,Lawson,2,Royal College of Surgeons
1991,Tait,Lawson,6,Medical and Chirurgical Society of London
1992,Tait,Robert,34,Zoological Society
1992,Tait,Robert,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
1993,Talbot de Malahide,James,21,Royal Society
1993,Talbot de Malahide,James,9,Society of Antiquaries
1996,Tate,Alexander Norman,23,Chemical Society
1997,Tate,George,11,Geological Society
1997,Tate,George,17,Society of Antiquaries of Scotland
1999,Tate,Ralph (1),11,Geological Society
2000,Tate,Thomas (1),241,Hastings and St Leonard's Philosophical Society
2001,Tate,Thomas (2),2,Royal College of Surgeons
2001,Tate,Thomas (2),60,Royal Astronomical Society
2004,Tawney,E B,11,Geological Society
2014,Tennant,John,21,Royal Society
2016,Theed,Frederick,2,Royal College of Surgeons
2016,Theed,Frederick,174,British Medical Association
2016,Theed,Frederick,242,Sydenham Society
2016,Theed,Frederick,243,Cambrian Archaeological Society
2017,Theobald,"William, Jun",11,Geological Society
2019,Thirlwall,Connop,15,Royal Society of Literature
2019,Thirlwall,Connop,8,Royal Geographical Society
2019,Thirlwall,Connop,11,Geological Society
2019,Thirlwall,Connop,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2033,Thomson,John,8,Royal Geographical Society
2036,Thresh,J  T,8,Royal Geographical Society
2037,Thrupp,John,8,Royal Geographical Society
2039,Thurnam,John,9,Society of Antiquaries
2039,Thurnam,John,2,Royal College of Surgeons
2039,Thurnam,John,27,Royal College of Physicians
2039,Thurnam,John,13,Medico Psychological Association
2039,Thurnam,John,12,Anthropological Society of Paris
2040,Tiddeman,Richard Hill,11,Geological Society
2042,Timmins,Samuel,8,Royal Geographical Society
2042,Timmins,Samuel,15,Royal Society of Literature
2046,Tolhurst,John,9,Society of Antiquaries
2046,Tolhurst,John,65,Folklore Society
2050,Tooke,William,244,Society of Arts
2050,Tooke,William,15,Royal Society of Literature
2050,Tooke,William,72,Society for the Diffusion of Useful Knowledge
2050,Tooke,William,21,Royal Society
2050,Tooke,William,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2057,Travers,William,2,Royal College of Surgeons
2057,Travers,William,27,Royal College of Physicians
2059,Trevelyan,Arthur,7,Somersetshire Archaeological and Natural History Society
2059,Trevelyan,Arthur,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2065,Tschurowsky,Gregory,54,Societe des Amis de la Nature of Moscow
2067,Tuke,Thomas Harrington,13,Medico Psychological Association
2067,Tuke,Thomas Harrington,207,Royal College of Physicians Edinburgh
2067,Tuke,Thomas Harrington,2,Royal College of Surgeons
2069,Tupper,Arthur Chilver,9,Society of Antiquaries
2069,Tupper,Arthur Chilver,64,British Archaeological Association
2074,Turner,William Wadden,101,American Ethnological Society
2086,Ussher,John,8,Royal Geographical Society
2088,Valpy,J J C,97,Society of Biblical Archaeology
2092,Vaux,William Sandys Wright,9,Society of Antiquaries
2092,Vaux,William Sandys Wright,113,Numismatic Society
2092,Vaux,William Sandys Wright,15,Royal Society of Literature
2092,Vaux,William Sandys Wright,21,Royal Society
2093,Velasco,Gonzalez,53,Sociedad Antropologica Espanola
2094,Vernon,George Venables,189,Royal Academy of Sciences
2094,Vernon,George Venables,245,Meteriological Society Scotland
2094,Vernon,George Venables,246,Meteriological Society of France
2095,Vibraye,Paul,11,Geological Society
2097,Villin,Edouard J,15,Royal Society of Literature
2110,Walford,Cornelius,35,Statistical Society
2110,Walford,Cornelius,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2113,Walker,Charles Pyndar Beauchamp,8,Royal Geographical Society
2115,Walker,George,2,Royal College of Surgeons
2115,Walker,George,248,Royal Historical and Archaeological Association of Ireland
2116,Walker,James,21,Royal Society
2116,Walker,James,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2120,Walker,Thomas,16,Linnean Society of London
2121,Wallace,Alfred Russel,21,Royal Society
2121,Wallace,Alfred Russel,16,Linnean Society of London
2121,Wallace,Alfred Russel,8,Royal Geographical Society
2121,Wallace,Alfred Russel,34,Zoological Society
2121,Wallace,Alfred Russel,50,Society for Psychical Research
2121,Wallace,Alfred Russel,74,Entomological Society of London
2125,Walton,J W,64,British Archaeological Association
2125,Walton,J W,8,Royal Geographical Society
2125,Walton,J W,34,Zoological Society
2127,Wanklyn,James Alfred,23,Chemical Society
2132,Ware,Samuel Hibbert,96,Royal Society of Edinburgh
2132,Ware,Samuel Hibbert,249,Society of Scottish Antiquarians
2132,Ware,Samuel Hibbert,250,Philosophical Society of Manchester
2137,Warwick,Richard Archer,27,Royal College of Physicians
2138,Washbourn,Buchanan,27,Royal College of Physicians
2138,Washbourn,Buchanan,35,Statistical Society
2140,Waterhouse,George,34,Zoological Society
2144,Watts,John King,8,Royal Geographical Society
2145,Waugh,Andrew Scott,21,Royal Society
2160,Wetton,Champion,8,Royal Geographical Society
2163,Whishaw,James,9,Society of Antiquaries
2172,Whitfeld,Henry,2,Royal College of Surgeons
2172,Whitfeld,Henry,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2184,Wilkinson,John Gardner,21,Royal Society
2186,Wilkinson,William Martin,251,Swedenborg Society
2195,Williams,John Wilkins,2,Royal College of Surgeons
2196,Williams,S W D,27,Royal College of Physicians
2196,Williams,S W D,13,Medico Psychological Association
2197,Williams,Thomas,21,Royal Society
2197,Williams,Thomas,16,Linnean Society of London
2204,Wilson,Daniel,252,Royal Society of Canada
2204,Wilson,Daniel,253,Royal Canadian Institute
2204,Wilson,Daniel,17,Society of Antiquaries of Scotland
2207,Wilson,J  Spotswood,11,Geological Society
2207,Wilson,J  Spotswood,8,Royal Geographical Society
2212,Wilson,William Newton,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2213,Wiltshire,Alfred,27,Royal College of Physicians
2215,Windus,Alfred Tubb,8,Royal Geographical Society
2216,Winthrop,Benjamin Robert,254,New York Historical Society
2216,Winthrop,Benjamin Robert,255,New York Institute for the Deaf and Dumb
2217,Winwood,Henry Hoyte,11,Geological Society
2217,Winwood,Henry Hoyte,154,Bath Royal Literary and Scientific Institution
2217,Winwood,Henry Hoyte,7,Somersetshire Archaeological and Natural History Society
2217,Winwood,Henry Hoyte,256,Bath Natural History Society
2218,Wise,Thomas Alexander,17,Society of Antiquaries of Scotland
2218,Wise,Thomas Alexander,6,Medical and Chirurgical Society of London
2218,Wise,Thomas Alexander,34,Zoological Society
2218,Wise,Thomas Alexander,257,Philomatic Society of Paris
2219,Witt,George,21,Royal Society
2221,Wodderspoon,James,28,Surrey Archaeological Society
2225,Wood,Edward,11,Geological Society
2225,Wood,Edward,213,Leeds Philosophical and Literary Society
2229,Wood,John George,16,Linnean Society of London
2231,Wood,Samuel,9,Society of Antiquaries
2231,Wood,Samuel,113,Numismatic Society
2231,Wood,Samuel,142,Historic Society of Lancashire and Cheshire
2231,Wood,Samuel,64,British Archaeological Association
2234,Woodd,Charles H L,11,Geological Society
2234,Woodd,Charles H L,14,"Society for the Encouragement of Arts, Manufactures and Commerce"
2236,Worrall,Joseph Hardman,258,Bacup Natural History Society
2238,Wrangell,Ferdinand Von,259,Saint Petersburg Academy of Sciences
2238,Wrangell,Ferdinand Von,260,Russian Geographic Society
2239,Wray,William,261,Institution of Mechanical Engineers
2244,Wright,Thomas,9,Society of Antiquaries
2244,Wright,Thomas,98,Institute of France
2245,Wright,William Cort,108,Manchester Literary and Philosophical Society
2245,Wright,William Cort,23,Chemical Society
2252,Yates,W  Holt,27,Royal College of Physicians
2258,Younge,Robert,201,York Philosphical Society
2258,Younge,Robert,16,Linnean Society of London
