"Name","id"
William Lawrence,1169
J Lawson,1170
William Lawson,1171
Henry N Lay,1172
Austen Henry Layard,1173
x Layland,1174
x Le Bret,1175
Edwin Lee,1176
Frederick George Lee,1177
George Byrne Lee,1178
John Lee (2),1179
John Edward Lee,1180
Richard Lee,1181
Conrad Leemans,1182
Samuel Lees,1183
J G S Lefevre,1184
x Lefroy,1185
William Benjamin Leggatt,1186
Louis Leguay,1188
Joseph Leidy,1189
Henry Leighton,1190
x Lelorrain,1192
Arthur Charles Wriothesley Lennox,1193
Richard Lepsius,1194
Samuel Allen Letts,1195
Karl Georg Friedrich Rudolf Leuckart,1196
W  Hanks Levy,1197
Malcolm Lewin,1198
Charles Francis Lewis,1200
James Lewis,1201
x Library of the Corporation of London,1202
Charles Linder,1203
Gustaf Lindstrom,1204
John Lister,1206
Joseph Lister,1207
x Literary and Philosophical Society,1208
F T Littey,1209
W J Little,1210
Robert Liveing,1211
David Lloyd,1213
Edmund Lloyd,1214
Francis Lloyd,1215
William Horton Lloyd,1216
James L Lobley,1217
William Lockhart,1218
Joseph Norman Lockyer,1219
Abraham Logan,1220
J R Logan,1221
x Londesborough,1222
"Corporation Library London, City of",1223
William Long,1224
William Longman,1225
Henry Lonsdale,1226
Edward Lord,1227
J K Lord,1228
Horatio Love,1229
Basil Lovery,1230
x Lovewell,1231
Mark Anthony Lower,1232
D Lubach,1233
John Lubbock,1235
Johann Constantin August Lucae,1236
Thomas Lucas,1237
William Charles Lucy,1238
J W Lukis,1239
William Collings Lukis,1240
Edward Lund,1241
John Alfred Lush,1242
Coryndon H Luxmoore,1243
Philip Powys Lybbe Lybbe,1244
Charles Lyell,1245
Henry Bowden Lyle,1246
William Hunter Lyle,1247
John Macartney,1248
D G F Macdonald,1249
William MacDonald,1250
John Gray Macfarlane,1251
G Macgowan,1252
John Mackenzie,1253
K Mackenzie,1254
Kenneth Robert Henderson Mackenzie,1255
Samuel Joseph Mackie,1256
Draper Mackinder,1257
Lauchlan Mackinnon,1258
Charles E Mackintosh,1259
Daniel Mackintosh,1260
David Mackintosh,1261
J Mackrell,1262
Charles Donald Maclean,1263
Hector Maclean,1264
Samuel Maclean,1265
George Macleay,1266
Andrew Maclure,1267
Charles James Major,1269
Charles Malcolm,1271
William Elphinstone Malcolm,1272
Alfred Mallalieu,1273
Filippo Manetta,1274
Robert James Mann,1276
Angelo Manzoni,1277
Clements Robert Markham,1279
W T Marriott,1281
Robert C Marsden,1282
Matthew Henry Marsh,1283
x Marshale,1284
George William Marshall,1285
Peter Marshall,1286
Robert Marshall,1287
William Marshall,1288
Benbow Backhouse Marson,1289
Edward Martin,1290
Edward W Martin,1291
H  Victor Martin,1292
J  Ranald Martin,1293
John (2) Martin,1295
Richard Biddulph Martin,1296
Thomas Martin,1297
x Martin-Magron,1298
Nicholas Martindale,1299
James Wood Mason,1300
Joseph Mason,1301
W Mason,1303
Hervy Masterson,1304
James Mathieson,1305
Henry Matthews,1306
Henry Garland Matthews,1307
Samuel E Maunsell,1308
Edward V Maur,1309
Alfred Maury,1310
George Maw,1311
Daniel Maxwell,1312
Nicholas M Maxwell,1313
Peter Benson Maxwell,1314
Edward Hooper May,1315
Thomas May,1316
John Edwin Mayall,1317
Joseph Mayer,1318
William Frederick Mayers,1319
Thomas Mayne,1320
John S Mayson,1321
Alexander McArthur,1323
Andrew McCallum,1324
Arthur Edward McCallum,1325
James McClelland,1326
John McCormick,1327
William McCoskry,1328
James McCraith,1329
James McCrevey,1330
John McDonnell,1331
George McHenry,1332
John Ferguson McLennan,1334
Walter McLeod,1335
John Frederick McNair,1336
H McNicholl,1337
Barr Meadows,1338
Thomas Taylor Meadows,1339
John Medd,1340
William H Medd,1341
Charles William Carter Madden Medlicott,1342
James Aitken Meigs,1343
John Magens Mello,1344
Robert Menzies,1345
Evan Powell Meredith,1346
Etienne Gustave Mery,1349
Edward Meryon,1350
Samuel Messenger,1351
Samuel Rush Meyrick,1352
Alexander Michie,1353
J Middleton,1354
John M  (or H ) Middleton,1355
Louis Remy Mignot,1356
Franciscus Miklosich,1357
William Augustus Miles,1358
John Mill,1359
John Miller,1361
Joseph Milligan,1362
Henry F Mills,1364
J M C Mills,1365
A Milne,1366
Thomas Milne,1367
Henri Milne-Edwards,1368
W R Milner,1369
x Milton,1370
B G Miraglia,1372
J B Mirrlees,1373
Albert Mitchell,1375
Alexander (1) Mitchell,1376
Arthur Mitchell,1377
William Henry Mitchell,1379
William Stephen Mitchell,1380
Rajendralala Mitra,1381
St George J Mivart,1382
C  Poorooshottum Modeliar,1383
Robert G Moger,1384
Matthew Moggridge,1385
Alexander Moir,1386
J  Macrae Moir,1387
Jakob Moleschott,1388
Frederick William Monk,1389
William Monk,1390
J Monro,1392
Frederick Butler Montgomerie,1393
Patrick Montgomery,1394
Robert Mortimer Montgomery,1395
John Moody,1396
x Moon,1397
George Moore,1398
Henry Reginald Moore,1399
J  Daniel Moore,1400
James H Moore,1401
John (1) Moore,1402
John (2) Moore,1403
Joseph Moore,1404
Robert Waters Moore,1405
William Gosling Moore,1406
Modeliar P S Mootoosaumy,1407
Fortescue John Morgan,1408
John Morgan,1409
Thomas H Morgan,1410
William Henry Morgan,1411
Thomas B Moriarty,1412
Alexander Morison,1413
James Cotter Morison,1414
Charles Adolphe Morlot,1415
David Morris,1416
